50	3.0558771315
60	4.0367540655
70	7.9583391535
80	18.895048436
90	32.239096181
100	40.3068947205
110	54.249581086
120	89.133126053
130	84.566733938
140	195.405888852
150	225.8179010325
160	284.2640751695
170	791.0205669545
180	534.7853404435
190	631.9322339825
200	2294.2732029115
210	2853.400892383
220	2472.595143333
230	2196.29896543
240	3370.297455658
250	5171.8391341094
260	6578.5793785871
270	8196.9099057196
280	8910.0410675172
290	12420.5972481189
300	18494.269302449
310	24061.0443624862
320	34671.9649263426
