50	3.9444
60	5.58444
70	7.87407
80	9.18098
90	13.9769
100	17.2152
110	21.5824
120	27.3793
130	31.192
140	37.1024
150	42.5479
160	50.0134
170	54.7774
180	64.3724
190	73.9016
200	79.2906
210	90.7762
220	97.6479
230	109.887
240	120.311
250	133.925
260	148.417
270	161.603
280	176.548
290	194.361
300	211.044
310	233.608
320	254.333
330	279.94
340	308.937
350	338.742
360	365.186
370	393.714
380	428.611
390	478.373
400	512.776
410	545.399
420	583.677
430	622.991
440	654.059
450	714.169
460	750.332
470	791.743
480	840.717
490	863.415
500	901.89
510	941.204
520	975.456
530	1065.29
540	1093.57
550	1186.85
560	1248.55
570	1320.16
580	1393.98
590	1427.48
600	1508.88
610	1595.73
620	1655.56
630	1711.92
640	1792.15
650	1899.33
660	1984.86
670	2095.28
680	2151.56
690	2164.24
700	2238.07
710	2391.89
720	2493.72
730	2556.98
740	2653.63
750	2764.4
760	2813.69
770	2871.56
780	2910.86
790	2911.72
800	2982.95
810	3048.63
820	3208.24
830	3267.35
840	3463.54
850	3550.27
860	3646.35
870	3720.21
880	3820.42
890	3916.88
900	4028.06
910	4092.19
920	4225.14
930	4325.34
940	4435.38
950	4594.54
960	4771.98
970	4863.12
980	4969.49
990	5052.91
1000	5153.3
1010	5278.27
1020	5420.05
1030	5616.93
1040	5664.7
1050	5855.49
1060	5922.9
1070	6022.81
1080	6216.36
1090	6292.94
1100	6475.23
1110	6571.48
1120	6755.18
1130	6839.92
1140	6983.09
1150	7088.23
1160	7264.57
1170	7475.45
1180	7674.6
1190	7798.66
1200	7965.91
1210	8083.85
1220	8284.08
1230	8467.7
1240	8643.16
1250	8759.46
1260	8953.88
1270	9175.44
1280	9309.11
1290	9527.53
1300	9842.83
1310	9951.76
1320	10104.3
1330	10214.4
1340	10484.5
1350	10600.2
1360	10800
1370	10920.2
1380	11135.3
1390	11286.2
1400	11631.4
1410	11745.6
