50	0.263186
60	0.432813
70	0.6273388
80	0.8594069
90	1.1139703
100	1.443956
110	1.7598258
120	2.1528002
130	2.561966
140	3.0296507
150	3.4968996
160	4.050928
170	4.608015
180	5.235252
190	5.897296
200	6.612176
210	7.39391
220	8.344068
230	9.400371
240	10.64279
250	11.969873
260	13.478154
270	15.038846
280	16.713651
290	18.434526
300	20.45794
310	22.453734
320	24.798246
330	27.194285
340	29.661237
350	32.327569
360	35.165189
370	38.082435
380	41.004899
390	44.111542
400	47.425608
410	50.883678
420	54.48648
430	58.04187
440	61.80894
450	65.66234
460	69.70023
470	73.60284
480	77.82489
490	82.2839
500	86.59252
510	91.05882
520	95.52422
530	100.47379
540	105.59192
550	110.72488
560	116.26283
570	121.77841
580	127.40329
590	132.96862
600	138.8276
610	144.0637
620	150.11599
630	156.53687
640	167.83243
650	212.40435
660	220.13545
670	226.56313
680	235.59246
690	245.35677
700	280.0424
