50	0.010177
60	0.015256
70	0.0211482
80	0.0277581
90	0.0351897
100	0.043604
110	0.0528542
120	0.0629998
130	0.073994
140	0.0859093
150	0.0986604
160	0.112332
170	0.126825
180	0.142078
190	0.160904
200	0.175284
210	0.19329
220	0.212092
230	0.231929
240	0.25251
250	0.273927
260	0.296246
270	0.319354
280	0.343449
290	0.368374
300	0.39416
310	0.420866
320	0.448654
330	0.485515
340	0.510663
350	0.543731
360	0.583611
370	0.626865
380	0.678001
390	0.744158
400	0.816592
410	0.918622
420	1.03552
430	1.13763
440	1.28206
450	1.45606
460	1.64217
470	1.95266
480	2.16101
490	2.4014
500	2.68588
510	3.02878
520	3.28408
530	3.55521
540	3.80508
550	4.05812
560	4.27117
570	4.48859
580	4.66671
590	4.88138
600	5.0644
610	5.2253
620	5.42901
630	5.62713
640	5.80957
650	6.02865
660	6.22955
670	6.42887
680	6.63054
690	6.82723
700	7.0076
