50	0.273363
60	0.448069
70	0.648487
80	0.887165
90	1.14916
100	1.48756
110	1.81268
120	2.2158
130	2.63596
140	3.11556
150	3.59556
160	4.16326
170	4.73484
180	5.37733
190	6.0582
200	6.78746
210	7.5872
220	8.55616
230	9.6323
240	10.8953
250	12.2438
260	13.7744
270	15.3582
280	17.0571
290	18.8029
300	20.8521
310	22.8746
320	25.2469
330	27.6798
340	30.1719
350	32.8713
360	35.7488
370	38.7093
380	41.6829
390	44.8557
400	48.2422
410	51.8023
420	55.522
430	59.1795
440	63.091
450	67.1184
460	71.3424
470	75.5555
480	79.9859
490	84.6853
500	89.2784
510	94.0876
520	98.8083
530	104.029
540	109.397
550	114.783
560	120.534
570	126.267
580	132.07
590	137.85
600	143.892
610	149.289
620	155.545
630	162.164
640	173.642
650	218.433
660	226.365
670	232.992
680	242.223
690	252.184
700	287.05
