50	0.840362
60	1.27703
70	1.78548
80	2.38118
90	3.05455
100	3.90787
110	4.7471
120	5.73511
130	6.80949
140	8.02654
150	9.29693
160	10.8638
170	12.2823
180	14.2163
190	16.2654
200	17.0023
210	17.9878
220	21.8823
230	22.7006
240	26.9738
250	29.3877
260	30.5118
270	33.3725
280	39.7295
290	39.7033
300	43.0469
310	47.1485
320	51.5917
330	56.8271
340	61.2475
350	66.8892
360	69.4712
370	75.5232
380	86.7841
390	84.4203
400	94.0611
410	111.201
420	121.434
430	116.239
440	115.87
450	119.735
460	128.163
470	134.609
480	142.602
490	150.109
500	158.439
510	169.176
520	179.493
530	189.137
540	215.888
550	208.405
560	220.481
570	233.328
580	247.584
590	260.252
600	271.315
610	295.857
620	312.103
630	334.358
640	345.482
650	358.426
660	392.548
670	418.437
680	445.556
690	459.224
700	503.472
