50	0.678801
60	0.982338
70	1.344078
80	1.767161
90	2.233973
100	2.82907
110	3.54591
120	4.01885
130	4.78359
140	5.62873
150	6.35923
160	7.33668
170	8.27473
180	9.53194
190	10.6843
200	10.75063
210	10.83872
220	13.51614
230	13.49537
240	16.5834
250	18.2595
260	17.8236
270	19.3502
280	24.1489
290	22.6845
300	24.8082
310	26.9116
320	29.2266
330	32.1511
340	34.1968
350	36.9904
360	39.4225
370	40.9895
380	50.9932
390	45.3503
400	50.6416
410	66.4021
420	72.2858
430	64.6443
440	57.5013
450	60.0306
460	60.9302
470	62.9126
480	64.3173
490	66.2955
500	67.6417
510	66.725
520	68.521
530	67.548
540	87.722
550	67.04
560	64.072
570	59.544
580	56.004
590	55.422
600	61.83
610	50.119
620	52.702
630	50.058
640	14.905
650	46.477
660	50.264
670	77.77
680	88.381
690	90.576
700	122.98
