50	0.161561
60	0.294692
70	0.441402
80	0.614019
90	0.820577
100	1.0788
110	1.20119
120	1.71626
130	2.0259
140	2.39781
150	2.9377
160	3.52712
170	4.00757
180	4.68436
190	5.5811
200	6.25167
210	7.14908
220	8.36616
230	9.20523
240	10.3904
250	11.1282
260	12.6882
270	14.0223
280	15.5806
290	17.0188
300	18.2387
310	20.2369
320	22.3651
330	24.676
340	27.0507
350	29.8988
360	30.0487
370	34.5337
380	35.7909
390	39.07
400	43.4195
410	44.7989
420	49.1482
430	51.5947
440	58.3687
450	59.7044
460	67.2328
470	71.6964
480	78.2847
490	83.8135
500	90.7973
510	102.451
520	110.972
530	121.589
540	128.166
550	141.365
560	156.409
570	173.784
580	191.58
590	204.83
600	209.485
610	245.738
620	259.401
630	284.3
640	330.577
650	311.949
660	342.284
670	340.667
680	357.175
690	368.648
700	380.489
