50	1.81768
60	1.96476
70	2.8942
80	4.67186
90	4.05316
100	3.76932
110	4.73152
120	4.88752
130	5.83434
140	8.07944
150	6.77366
160	8.6573
170	11.6335
180	15.0143
190	13.9928
200	17.7295
210	15.0183
220	17.9598
230	15.6314
240	19.8475
250	18.1683
260	23.8737
270	23.1777
280	24.8572
290	31.5567
300	25.6033
310	27.1753
320	34.2636
330	36.6561
340	43.324
350	39.2555
360	45.4021
370	47.1245
380	47.468
390	50.0924
400	54.3054
410	58.4258
420	45.2173
430	61.2153
440	53.7794
450	62.1286
460	64.9927
470	67.8904
480	75.0483
490	64.0091
500	91.2171
510	90.0999
520	83.38
530	72.8058
540	78.279
550	108.949
560	105.048
570	108.03
580	129.694
590	100.914
600	119.406
610	107.927
620	101.639
630	111.282
640	135.297
650	128.868
660	133.153
670	144.07
680	152.561
690	165.159
700	139.409
710	154.564
720	162.991
730	184.286
740	148.464
750	169.141
760	214.529
770	172.102
780	204.621
790	236.053
800	206.359
810	228.488
820	255.437
830	224.17
840	235.099
850	247.996
860	247.937
870	206.69
880	194.394
890	181.052
900	185.328
910	204.231
920	219.538
930	227.184
940	245.191
950	234.332
960	265.457
970	242.172
980	270.332
990	243.717
1000	254.768
1010	285.8
1020	276.754
1030	302.781
1040	304.582
1050	306.997
1060	311.297
1070	323.022
1080	331.373
1090	355.506
1100	399.84
1110	397.823
1120	394.696
1130	414.996
1140	429.298
1150	412.804
1160	484.736
1170	497.877
1180	494.043
1190	491.644
1200	574.908
1210	622.231
1220	573.264
1230	678.654
1240	628.139
1250	619.759
1260	645.82
1270	641.533
1280	679.77
1290	692.324
1300	755.874
1310	809.53
1320	723.379
1330	782.139
1340	745.165
1350	781.933
1360	795.718
1370	911.424
1380	943.944
1390	852.1
1400	940.733
1410	1032.92
1420	951.783
1430	946.398
1440	913.938
1450	1008.45
1460	984.9
1470	1107.63
1480	1051.8
1490	1043.97
1500	1112.65
1510	1306.21
1520	1253.73
1530	1161.93
1540	1156.05
1550	1184.88
1560	1287.43
1570	1397.79
1580	1259.29
1590	1390.77
1600	1370.87
1610	1338.52
1620	1423.74
1630	1379.34
1640	1425.8
1650	1683.97
1660	1424.18
1670	1505.11
1680	1587.81
1690	1524.05
1700	1572.78
1710	1590.32
1720	1524.85
1730	1863.78
1740	1660.03
1750	1703.28
1760	1754.88
1770	1766.12
1780	1793.3
1790	2022.51
1800	1814.66
1810	1884.02
1820	1820.95
1830	1903.72
1840	1895.64
1850	2140.83
1860	1948.59
1870	2123.43
1880	1993.28
1890	1973.07
1900	2063.99
1910	2186.51
1920	2143.49
1930	2190.39
1940	2237.2
1950	2134.33
1960	2439.45
1970	2264.57
1980	2544.56
1990	2384.24
2000	2497.15
2010	2332.33
2020	2461.19
2030	2508.89
2040	2475.83
2050	2639.61
2060	2513.57
2070	2469.91
2080	2591.46
2090	3025.47
2100	2610.44
2110	2793.5
2120	2752.1
2130	2866.41
2140	2720.98
2150	2972.75
2160	2831.57
2170	3022.02
2180	3241.75
2190	3065.74
2200	2919.88
2210	2954.84
2220	2994.69
2230	3054.93
2240	3036.13
2250	3157.6
2260	3604.86
2270	3159.48
2280	3270.78
2290	3244.29
2300	3560.62
2310	3439.15
2320	3303.78
2330	3337.54
2340	3310.36
2350	3378
2360	3350.53
2370	3485.52
2380	3610.54
2390	3576.51
2400	3598.76
2410	3640.64
2420	3655.91
2430	3704.94
2440	3796.89
2450	3750.88
2460	3749.45
2470	3850.12
2480	3923.85
2490	3863.62
2500	3884.77
2510	3955.26
2520	3793.33
2530	3900.02
2540	4754.88
2550	4104.85
2560	4148.87
2570	4109.15
2580	4628.31
2590	4192.25
2600	4209.44
2610	4286.05
2620	4617.69
2630	4501.7
2640	4372.18
2650	4638.49
2660	4540.34
2670	4408.6
2680	4609.03
2690	4514.75
2700	5252.79
2710	4700.29
2720	4700.88
2730	4749.01
2740	4738.78
2750	4966.43
2760	4826.79
2770	5008.36
2780	4913.28
2790	5024.95
2800	5796.1
2810	5064.99
2820	5218
2830	5106.28
2840	5182.46
2850	5273.19
2860	5353.29
2870	5764.49
2880	5303.28
2890	5888.36
2900	5744.95
2910	5732.61
2920	5613.25
2930	5785.05
2940	5640
2950	5796.81
2960	5871.42
2970	5821.58
2980	5808.66
2990	5931.63
3000	6048.39
3010	6162.29
3020	6165.1
3030	6460.11
3040	6224.04
3050	7243.74
3060	6213.71
3070	6400.74
3080	6411.01
3090	6404.88
3100	6407.42
3110	7020.92
3120	6797.51
3130	6865.22
3140	6936.29
3150	6814.51
3160	6910.71
